Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"GMMA: GPU-based multiobjective memetic algorithms for vehicle routing problem with route balancing","Applied Intelligence","","49","1","10.1007/s10489-018-1210-6","Zizhen ZhangYuyan SunHong XieYi TengJiahai Wang","2019","http://link.springer.com/article/10.1007/s10489-018-1210-6","Article"
"A GPU-oriented online recommendation algorithm for efficient processing of time-varying continuous data streams","Knowledge and Information Systems","","53","3","10.1007/s10115-016-0967-3","Chandima HewaNadungodageYuni XiaJohn Jaehwan Lee","2017","http://link.springer.com/article/10.1007/s10115-016-0967-3","Article"
"Static detection of uncoalesced accesses in GPU programs","Formal Methods in System Design","","","","10.1007/s10703-021-00362-8","Rajeev AlurJoseph DeviettiOmar S. Navarro LeijaNimit Singhania","2021","http://link.springer.com/article/10.1007/s10703-021-00362-8","Article"
"Efficient parallel algorithm for computing rough set approximation on GPU","Soft Computing","","22","22","10.1007/s00500-018-3050-z","Si-Yuan JingGong-Liang LiKai ZengWei PanCai-Ming Liu","2018","http://link.springer.com/article/10.1007/s00500-018-3050-z","Article"
"Accelerating the discontinuous Galerkin method for seismic wave propagation simulations using multiple GPUs with CUDA and MPI","Earthquake Science","","26","6","10.1007/s11589-013-0047-7","Dawei MuPo ChenLiqiang Wang","2013","http://link.springer.com/article/10.1007/s11589-013-0047-7","Article"
"Efficient graph computation on hybrid CPU and GPU systems","The Journal of Supercomputing","","71","4","10.1007/s11227-015-1378-z","Tao ZhangJingjie ZhangWei ShuMin-You WuXiaoyao Liang","2015","http://link.springer.com/article/10.1007/s11227-015-1378-z","Article"
"Real-time patch-based medical image modality propagation by GPU computing","Journal of Real-Time Image Processing","","13","1","10.1007/s11554-016-0568-0","Eduardo AlcaínAngel Torrado-CarvajalAntonio S. MontemayorNorberto Malpica","2017","http://link.springer.com/article/10.1007/s11554-016-0568-0","Article"
"Parallel implementation of 3D protein structure similarity searches using a GPU and the CUDA","Journal of Molecular Modeling","","20","2","10.1007/s00894-014-2067-1","Dariusz MrozekMiłosz BrożekBożena Małysiak-Mrozek","2014","http://link.springer.com/article/10.1007/s00894-014-2067-1","Article"
"Implementation of the moving particle semi-implicit method on GPU","Science China Physics, Mechanics and Astronomy","","54","3","10.1007/s11433-010-4241-5","XiaoSong ZhuLiang ChengLin LuBin Teng","2011","http://link.springer.com/article/10.1007/s11433-010-4241-5","Article"
"Evaluating application performance and energy consumption on hybrid CPU+GPU architecture","Cluster Computing","","16","3","10.1007/s10586-012-0219-6","Edson Luiz PadoinLaércio Lima PillaFrancieli Zanon BoitoRodrigo Virote KassickPedro VelhoPhilippe O. A. Navaux","2013","http://link.springer.com/article/10.1007/s10586-012-0219-6","Article"
"Optimization and acceleration of flow simulations for CFD on CPU/GPU architecture","Journal of the Brazilian Society of Mechanical Sciences and Engineering","","41","7","10.1007/s40430-019-1793-9","Jiang LeiDa-li LiYun-long ZhouWei Liu","2019","http://link.springer.com/article/10.1007/s40430-019-1793-9","Article"
"ADEPT: a domain independent sequence alignment strategy for gpu architectures","BMC Bioinformatics","","21","1","10.1186/s12859-020-03720-1","Muaaz G. AwanJack DeslippeAydin BulucOguz SelvitopiSteven HofmeyrLeonid OlikerKatherine Yelick","2020","http://link.springer.com/article/10.1186/s12859-020-03720-1","Article"
"GPU Based N-Gram String Matching Algorithm with Score Table Approach for String Searching in Many Documents","Journal of The Institution of Engineers (India): Series B","","98","5","10.1007/s40031-017-0295-3","K. G. SrinivasaB. N. Shree Devi","2017","http://link.springer.com/article/10.1007/s40031-017-0295-3","Article"
"A GPU implementation of a hybrid evolutionary algorithm: GPuEGO","The Journal of Supercomputing","","70","2","10.1007/s11227-014-1136-7","J. M. García-MartínezE. M. GarzónP. M. Ortigosa","2014","http://link.springer.com/article/10.1007/s11227-014-1136-7","Article"
"NMF-mGPU: non-negative matrix factorization on multi-GPU systems","BMC Bioinformatics","","16","1","10.1186/s12859-015-0485-4","Edgardo Mejía-RoaDaniel Tabas-MadridJavier SetoainCarlos GarcíaFrancisco TiradoAlberto Pascual-Montano","2015","http://link.springer.com/article/10.1186/s12859-015-0485-4","Article"
"A Parallel Algorithm for UAV Flight Route Planning on GPU","International Journal of Parallel Programming","","39","6","10.1007/s10766-011-0171-8","Seçkin SancıVeysi İşler","2011","http://link.springer.com/article/10.1007/s10766-011-0171-8","Article"
"Accelerating data gravitation-based classification using GPU","The Journal of Supercomputing","","75","6","10.1007/s11227-018-2253-5","Lizhi PengHaibo ZhangHoucine HassanYuehui ChenBo Yang","2019","http://link.springer.com/article/10.1007/s11227-018-2253-5","Article"
"CMSA: a heterogeneous CPU/GPU computing system for multiple similar RNA/DNA sequence alignment","BMC Bioinformatics","","18","1","10.1186/s12859-017-1725-6","Xi ChenChen WangShanjiang TangCe YuQuan Zou","2017","http://link.springer.com/article/10.1186/s12859-017-1725-6","Article"
"Accelerating the problem of microrheology in colloidal systems on a GPU","The Journal of Supercomputing","","73","1","10.1007/s11227-016-1867-8","G. OrtegaA. M. PuertasE. M. Garzón","2017","http://link.springer.com/article/10.1007/s11227-016-1867-8","Article"
"Offloading data encryption to GPU in database systems","The Journal of Supercomputing","","69","1","10.1007/s11227-014-1159-0","Heeseung JoSeung-Tae HongJae-Woo ChangDong Hoon Choi","2014","http://link.springer.com/article/10.1007/s11227-014-1159-0","Article"
"Accelerating electron tomography reconstruction algorithm ICON with GPU","Biophysics Reports","","3","1 - 3","10.1007/s41048-017-0041-z","Yu ChenZihao WangJingrong ZhangLun LiXiaohua WanFei SunFa Zhang","2017","http://link.springer.com/article/10.1007/s41048-017-0041-z","Article"
"GPU-based exhaustive algorithms processing kNN queries","The Journal of Supercomputing","","73","10","10.1007/s11227-017-2110-y","Ricardo J. BarrientosFabricio MillaguirJosé L. SánchezEnrique Arias","2017","http://link.springer.com/article/10.1007/s11227-017-2110-y","Article"
"GPU parallel strategy for parameterized LSM-based topology optimization using isogeometric analysis","Structural and Multidisciplinary Optimization","","56","2","10.1007/s00158-017-1672-x","Zhaohui XiaYingjun WangQifu WangChao Mei","2017","http://link.springer.com/article/10.1007/s00158-017-1672-x","Article"
"Physically based visual simulation of the Lattice Boltzmann method on the GPU: a survey","The Journal of Supercomputing","","74","7","10.1007/s11227-018-2392-8","Octavio Navarro-HinojosaSergio Ruiz-LozaMoisés Alencastre-Miranda","2018","http://link.springer.com/article/10.1007/s11227-018-2392-8","Article"
"A review of CUDA optimization techniques and tools for structured grid computing","Computing","","102","4","10.1007/s00607-019-00744-1","Mayez A. Al-MouhamedAyaz H. KhanNazeeruddin Mohammad","2020","http://link.springer.com/article/10.1007/s00607-019-00744-1","Article"
"Scalable CAIM discretization on multiple GPUs using concurrent kernels","The Journal of Supercomputing","","69","1","10.1007/s11227-014-1151-8","Alberto CanoSebastián VenturaKrzysztof J. Cios","2014","http://link.springer.com/article/10.1007/s11227-014-1151-8","Article"
"Understanding co-run performance on CPU-GPU integrated processors: observations, insights, directions","Frontiers of Computer Science","","11","1","10.1007/s11704-016-5468-8","Qi ZhuBo WuXipeng ShenKai ShenLi ShenZhiying Wang","2017","http://link.springer.com/article/10.1007/s11704-016-5468-8","Article"
"High-Level Programming for Many-Cores Using C++14 and the STL","International Journal of Parallel Programming","","46","1","10.1007/s10766-017-0497-y","Michael HaidlSergei Gorlatch","2018","http://link.springer.com/article/10.1007/s10766-017-0497-y","Article"
"RT-CUDA: A Software Tool for CUDA Code Restructuring","International Journal of Parallel Programming","","45","3","10.1007/s10766-016-0433-6","Ayaz H. KhanMayez Al-MouhamedMuhammed Al-MulhemAdel F. Ahmed","2017","http://link.springer.com/article/10.1007/s10766-016-0433-6","Article"
"Parallel data mining techniques on Graphics Processing Unit with Compute Unified Device Architecture (CUDA)","The Journal of Supercomputing","","64","3","10.1007/s11227-011-0672-7","Liheng JianCheng WangYing LiuShenshen LiangWeidong YiYong Shi","2013","http://link.springer.com/article/10.1007/s11227-011-0672-7","Article"
"Locality-Aware Automatic Parallelization for GPGPU with OpenHMPP Directives","International Journal of Parallel Programming","","44","3","10.1007/s10766-015-0362-9","José M. AndiónManuel ArenazFrançois BodinGabriel RodríguezJuan Touriño","2016","http://link.springer.com/article/10.1007/s10766-015-0362-9","Article"
"GPUs-RRTMG_LW: high-efficient and scalable computing for a longwave radiative transfer model on multiple GPUs","The Journal of Supercomputing","","77","5","10.1007/s11227-020-03451-3","Yuzhu WangMingxin GuoYuan ZhaoJinrong Jiang","2021","http://link.springer.com/article/10.1007/s11227-020-03451-3","Article"
"SEIP: System for Efficient Image Processing on Distributed Platform","Journal of Computer Science and Technology","","30","6","10.1007/s11390-015-1595-1","Tao LiuYi LiuQin LiXiang-Rong WangFei GaoYan-Chao ZhuDe-Pei Qian","2015","http://link.springer.com/article/10.1007/s11390-015-1595-1","Article"
"Guest Editorial for Programming Models and Algorithms for Data Analysis in HPC Systems","International Journal of Parallel Programming","","46","3","10.1007/s10766-017-0531-0","Salvatore CuomoMarco AldinucciMassimo Torquati","2018","http://link.springer.com/article/10.1007/s10766-017-0531-0","Article"
"Automatic CPU/GPU Generation of Multi-versioned OpenCL Kernels for C++ Scientific Applications","International Journal of Parallel Programming","","45","2","10.1007/s10766-016-0425-6","Rafael SotomayorLuis Miguel SanchezJavier Garcia BlasJavier FernandezJ. Daniel Garcia","2017","http://link.springer.com/article/10.1007/s10766-016-0425-6","Article"
"A fast GPU-based hybrid algorithm for addition chains","Cluster Computing","","21","4","10.1007/s10586-018-2840-5","Hatem M. BahigKhaled A. AbdElbari","2018","http://link.springer.com/article/10.1007/s10586-018-2840-5","Article"
"Hydrodynamic modeling of flash flood in mountain watersheds based on high-performance GPU computing","Natural Hazards","","91","2","10.1007/s11069-017-3141-7","Xiaozhang HuLixiang Song","2018","http://link.springer.com/article/10.1007/s11069-017-3141-7","Article"
"GPU-based parallel Shadow Features generation at neural system for improving gait human activity recognition","Multimedia Tools and Applications","","80","8","10.1007/s11042-020-10274-0","Ricardo BritoRobert P. Biuk-AghaiSimon Fong","2021","http://link.springer.com/article/10.1007/s11042-020-10274-0","Article"
"Parallel SUMIS soft detector for large MIMO systems on multicore and GPU","The Journal of Supercomputing","","75","3","10.1007/s11227-018-2403-9","Carla RamiroM. Ángeles SimarroAlberto GonzalezAntonio M. Vidal","2019","http://link.springer.com/article/10.1007/s11227-018-2403-9","Article"
"CUDAMPF: a multi-tiered parallel framework for accelerating protein sequence search in HMMER on CUDA-enabled GPU","BMC Bioinformatics","","17","1","10.1186/s12859-016-0946-4","Hanyu JiangNarayan Ganesan","2016","http://link.springer.com/article/10.1186/s12859-016-0946-4","Article"
"GPU acceleration of a 2D compressible Euler solver on CUDA-based block-structured Cartesian meshes","Journal of the Brazilian Society of Mechanical Sciences and Engineering","","42","5","10.1007/s40430-020-02290-w","Feng WeiLiang JinJun LiuFeng DingXinping Zheng","2020","http://link.springer.com/article/10.1007/s40430-020-02290-w","Article"
"Implementation of a High Throughput Soft MIMO Detector on GPU","Journal of Signal Processing Systems","","64","1","10.1007/s11265-010-0523-4","Michael WuYang SunSiddharth GuptaJoseph R. Cavallaro","2011","http://link.springer.com/article/10.1007/s11265-010-0523-4","Article"
"A GPU implementation of a structural-similarity-based aerial-image classification","The Journal of Supercomputing","","65","2","10.1007/s11227-013-0875-1","Rok ČešnovarVladimir RisojevićZdenka BabićTomaž DobravecPatricio Bulić","2013","http://link.springer.com/article/10.1007/s11227-013-0875-1","Article"
"Adaptive Optimization 
                
                  
                
                $$l_1$$
                
                  
                    
                      l
                      1
                    
                  
                
              -Minimization Solvers on GPU","International Journal of Parallel Programming","","45","3","10.1007/s10766-016-0430-9","Jiaquan GaoZejie LiRonghua LiangGuixia He","2017","http://link.springer.com/article/10.1007/s10766-016-0430-9","Article"
"A fast Hough Transform algorithm for straight lines detection in an image using GPU parallel computing with CUDA-C","The Journal of Supercomputing","","73","11","10.1007/s11227-017-2051-5","R. Yam-UicabJ. L. Lopez-MartinezJ. A. Trejo-SanchezH. Hidalgo-SilvaS. Gonzalez-Segura","2017","http://link.springer.com/article/10.1007/s11227-017-2051-5","Article"
"GPU-accelerated level-set segmentation","Journal of Real-Time Image Processing","","12","1","10.1007/s11554-013-0378-6","Julián Lamas-RodríguezDora B. HerasFrancisco ArgüelloDagmar KainmuellerStefan ZachowMontserrat Bóo","2016","http://link.springer.com/article/10.1007/s11554-013-0378-6","Article"
"Complex shading efficiently for ray tracing on GPU","Multimedia Tools and Applications","","74","3","10.1007/s11042-013-1712-5","Xin YangDuan-qing XuLei ZhaoBing Yang","2015","http://link.springer.com/article/10.1007/s11042-013-1712-5","Article"
"GPU-accelerated computing of three-dimensional solar wind background","Science China Earth Sciences","","56","11","10.1007/s11430-013-4661-y","XueShang FengDingKun ZhongChangQing XiangYao Zhang","2013","http://link.springer.com/article/10.1007/s11430-013-4661-y","Article"
"An efficient parallel entropy coding method for JPEG compression based on GPU","The Journal of Supercomputing","","","","10.1007/s11227-021-03971-6","Fushun ZhuHua Yan","2021","http://link.springer.com/article/10.1007/s11227-021-03971-6","Article"
